,FIPS,civil_unemploy_1990,civil_unemploy_2000,civil_unemploy_2010,median_HH_inc_1990,median_HH_inc_2000,median_HH_inc_2010,femaleHH_ns_pct_1990,femaleHH_ns_pct_2000,femaleHH_ns_pct_2010,vacant_HHunit_1990,vacant_HHunit_2000,vacant_HHunit_2010,owner_occ_pct_1990,owner_occ_pct_2000,owner_occ_pct_2010,eduattain_HS_1990,eduattain_HS_2000,eduattain_HS_2010,pctfam_pover_1990,pctfam_pover_2000,pctfam_pover_2010,healthfac_1999,healthfac_2005,healthfac_2005_1999,population_2000
1,1001,6.6,3.1,6.2,28337,42013,53255,15.12472371,13.1,13.7,7.115928369,9.4,8.6,79.7,80.8,75.4,70,33.8,35.2,12.02465524,8.2,7.5,1.099127567,1.465503423,0.366375856,43671
2,1003,5.3,2.6,6.6,25712,40250,50147,13.20446308,10.2,11.1,27.26915752,25.5,29.7,78.4,79.5,72.5,73.2,29.6,29.9,10.43878273,7.6,9.1,1.780436563,2.428515472,0.648078909,140415
3,1005,7.9,2.7,9.6,19389,25101,33219,22.70076267,19.1,19.8,13.89070528,16.5,17,70.4,73.1,66.8,55.6,32.4,35.4,20.02079311,21.6,19.9,1.411942971,1.515255872,0.1033129,29038
4,1009,6.4,2.9,7.5,22382,35241,45549,9.953663978,7.9,9.7,7.257758075,8.9,9.7,81.8,83.4,80.6,60.5,36,36.4,11.37939892,8.6,10,0.646754468,0.76434619,0.117591722,51024
5,1011,12.6,3.6,11.2,14745,20605,31602,36.09882006,28.2,26.8,15.05159264,15.7,16.6,72.1,74.5,68.8,49,35.2,36.6,31.39792899,29.8,22.6,1.280519037,1.365886973,0.085367936,11714
6,1013,13,5.8,9.5,16054,24791,30659,22.12875536,18.2,19.8,9.262435678,15.7,14.8,72.9,76.2,70.3,52.8,34.5,38.7,24.58960328,20.4,19.7,1.822515071,1.962708538,0.140193467,21399
7,1015,7.2,3.8,11.7,23802,31768,38407,16.85478277,13.4,15.2,8.063653669,11.7,11.2,70.3,72.5,68.8,67.4,32.2,34.5,11.68802544,12.4,15.2,2.307370222,2.27173516,-0.035635061,112249
8,1017,7.3,3.8,14.2,21256,29667,31467,21.2251688,17.4,19.1,7.538564722,10.7,18.1,76,75.7,70.6,54.3,32.1,34.3,13.40900346,14.3,16.4,1.530765656,1.776781565,0.246015909,36583
9,1021,9,2.6,9.1,21627,32588,39486,13.0239521,10.5,12,12.74220269,13.4,14.1,81.2,82.3,76.6,56.6,35.8,40.5,13.07503469,12.6,14.4,0.985022605,0,-0.985022605,39593
10,1023,12.7,4.3,13.1,17115,24749,31076,19.26733132,16,15.8,15.34835764,18.8,19.3,84.8,86.3,83,54.3,34.7,39.3,23.80410023,20.7,14.2,1.130511242,1.632960683,0.502449441,15922
11,1025,8.3,4.8,10,19067,27388,27439,19.52169077,15.7,17.5,12.41131484,16.3,18.2,79.6,81.2,77.4,60.3,37.7,42.1,19.48732084,18.1,21.1,1.901891126,1.722467435,-0.179423691,27867
12,1027,7.2,3.1,10.9,19252,27885,35595,13.04691618,10.5,12.8,10.78815977,12.8,16.3,75.6,77.2,75.2,53.8,37.8,38.8,13.98135819,12.9,18.5,0,0,0,14254
13,1031,6.4,3.2,7.5,23905,33664,42253,14.16594641,12.1,12.9,9.975812636,12.2,11.1,70.9,71.4,67.5,67.2,26.2,28.2,11.67771545,11.3,14.1,1.719591884,1.948870801,0.229278918,43615
14,1033,8.2,2.9,7.4,22378,31954,39610,14.99934098,12.1,13.7,7.867229048,10.1,11.6,75.3,75.7,72.8,65.2,33.9,34.3,11.05435494,11.1,12.2,2.000581987,2.164265968,0.163683981,54984
15,1039,7.8,4.2,8.9,18394,26336,33852,15.5527974,11.3,13.1,10.71825936,15.8,17.5,75.7,77.7,73.9,57.3,33,37.3,16.54292785,14.1,15.7,1.96646382,2.338497515,0.372033696,37631
16,1043,7.1,2.5,7.8,21672,32256,38567,10.50966608,8.7,10.4,9.743029363,12.8,14,77.8,78,75,58.8,32,33.6,12.06206206,9.5,12.8,1.884284295,1.974626692,0.090342398,77483
17,1045,5.7,4.2,7.6,24091,31998,43353,15.38923054,13.6,14.6,9.561547962,13.3,11.5,61,64.3,61.5,74.2,29.2,29.7,10.92165552,12.6,11.4,1.139856297,1.05843799,-0.081418307,49129
18,1047,12.3,5.6,15.2,16493,23370,26029,32.55926463,25.4,27.1,10.56445261,12.8,15.6,62.2,65.7,62.4,59.6,33.6,36.6,31.39767721,27.2,27.3,2.178367303,2.221503289,0.043135986,46365
19,1049,7.5,3.1,8.6,20135,30137,35065,11.93612526,9.9,11,8.592353634,10.5,13.7,78.2,78.7,75.2,53,34,33.8,14.2003818,11.7,16,1.163656675,1.318810898,0.155154223,64452
20,1051,6.2,2.9,8.1,26341,41243,53128,14.3,12,13.1,15.20746782,11.6,13.3,80.3,81.3,77.3,66.5,33.8,35.2,11.08644055,7.4,9.1,1.032273735,1.062634727,0.030360992,65874
21,1053,8.7,3.6,10.3,18472,28319,31927,19.36467866,15.1,17.3,10.14906659,13.6,14.1,76.4,77.1,72.6,59.9,34.7,35.3,21.94560669,15.2,20.5,1.456815817,1.534859521,0.078043704,38440
22,1055,11.1,3.4,10.1,22314,31170,36422,15.997901,13.1,14.3,7.44729222,9.5,11.4,74,74.4,72.2,64.1,32.3,33.2,13.23421375,12.3,13.1,2.319759518,2.42608183,0.106322311,103459
23,1059,11.4,3.2,8.1,17907,27177,33942,11.94267516,10.4,12.3,7.832144071,10.8,12.4,75.1,74.3,69.8,55.1,30.5,32.2,17.18961486,15.2,14.9,1.825577299,0,-1.825577299,31223
24,1061,4.8,4.6,7.6,20027,26448,34140,13.26055313,11,13.3,11.37672811,13.5,13.9,78.1,80.6,74.8,55.4,32,37.5,15.59116501,15.9,13.6,0,1.319670859,1.319670859,25764
25,1065,7.8,4,14.1,14508,25807,29299,27.46673362,22,21.5,15.27472527,17.3,18.1,79.1,80.2,77.1,54.4,35.9,34.2,28.67428004,22.2,21.6,0,0.698283387,0.698283387,17185
26,1067,4.8,3.6,10.8,22130,30353,38379,18.03240741,14.7,14.6,18.23979592,18.8,21.3,78.4,80.9,78.4,58.5,29.1,37.9,13.11399444,14.5,15,0.858369099,0.919681177,0.061312078,16310
27,1069,4.4,3.3,6.6,24813,34431,41022,18.10588651,14.1,16.2,7.085190987,9.4,9.6,67.6,69.5,65.7,68.3,30.4,33.2,12.83810356,11.8,12.7,2.714361337,3.187403561,0.473042225,88787
28,1071,9.2,3.2,7.4,21910,32020,36312,11.93647176,10.5,11.3,8.842573857,10.6,13.2,76.7,77.9,75.7,58.1,34.9,36.4,12.60694336,10.3,14.1,1.539146237,1.650409821,0.111263583,53926
29,1073,5.1,3.9,8.7,25858,36868,45244,22.38734121,17.2,18.4,7.915868721,8.6,12.3,65.2,66.5,64.9,73.8,27.9,28.1,12.66233401,11.6,11.4,2.288357171,2.385027045,0.096669874,662047
30,1075,8.1,4,9.8,20618,28059,33887,12.65514184,10.9,11.6,9.248904337,14,17,75.6,76.8,73.2,52.9,37.5,41.5,14.42841287,13.3,13.2,0,0,0,15904
31,1077,7,3.3,8.6,23690,33354,39345,13.55482017,10.8,12.2,7.806813436,10.7,11.7,73.4,73.2,69.6,67.9,34.1,34,11.28372498,10.5,13.1,2.262237683,2.785166996,0.522929314,87966
32,1079,8.5,3.6,8.9,21519,31549,40516,13.16430469,11.2,12.6,6.567310842,9.8,10.3,80.8,83,80.4,55.6,39.4,39.2,16.488433,13.1,10.3,0,0.77579519,0.77579519,34803
33,1081,6.2,3.6,8.4,21227,30952,40894,18.2699478,11.8,13,9.659897369,9.2,10.8,58.1,62.1,61.4,73.2,26.7,26.6,13.17136185,11.1,11,1.233795572,1.477079206,0.243283634,115092
34,1083,6.6,2.6,7.5,26875,37405,46682,12.66609937,10.4,11.4,8.249825216,8.2,10.1,76.2,77.3,76.9,63.1,32.5,32.7,11.1860013,9.8,10.3,1.370363603,1.674888848,0.304525245,65676
35,1087,9,6.1,13.7,15642,21180,27544,37.14543812,25.8,25.6,13.59747403,15.8,17.2,66.9,67.3,63.5,61.9,25,29.2,28.08593062,26.8,20.7,0.746733043,0.829703381,0.082970338,24105
36,1089,4.9,3.8,8.1,33048,44704,55851,14.66055746,11.8,12.8,6.79270349,8.6,8,65.1,69.9,68.4,80.2,21.9,22.2,8.41720865,8.1,8.6,2.168413444,2.631008312,0.462594868,276700
37,1091,6.8,4.6,11,18663,27025,32940,23.89947438,19.4,19.5,10.80489939,13.4,16.6,77.1,79.2,75,61.4,37.4,37.6,24.30668842,22.2,17.3,1.331026221,1.641599006,0.310572785,22539
38,1093,14.2,4.5,7.9,18455,27475,32769,11.64367816,9.5,12.1,8.541716282,11.9,14.2,75.3,77.8,72.9,50,32.9,35.2,15.60161197,12,13.3,2.370731082,0,-2.370731082,31214
39,1095,9,3.5,6.4,21458,32167,37661,13.33205906,10.7,12.1,8.152191894,10.4,11.2,74.2,74.7,70.7,61.5,30.5,32.2,14.54476045,11.7,15.3,1.945738225,2.11599032,0.170252095,82231
40,1097,7,4.5,9.7,22994,33710,40996,22.6922848,17.7,18.8,9.47030816,9,11.1,66.8,68.8,67,70.1,31.9,34.3,17.51953642,15.6,15.7,1.540604687,1.608131191,0.067526504,399843
41,1099,10.6,4.6,10.5,21140,29093,30235,19.84264359,16.1,18.1,12.67517907,17.3,18.7,77.3,80.4,76.8,59.2,34.4,39.9,17.95729764,18.2,21.4,1.233349778,0.945568163,-0.287781615,24324
42,1101,6.3,4,7.9,26551,35962,43725,24.74007429,18.6,20.9,8.698018338,9.8,11.5,62.3,64.1,61.4,75.3,24.3,27.5,14.10812213,13.5,15.6,2.536799248,2.78287325,0.246074001,223510
43,1103,6.5,3.4,8.5,28364,37803,44349,13.58765837,11.2,12.9,6.482100002,8,8.1,71.8,73.1,71.5,69.4,30.3,31.6,9.359108325,9.7,10.9,2.413023122,2.593099474,0.180076352,111064
44,1105,13.1,6.8,15.4,13769,20200,25950,30.46421663,25.1,27.1,12.60661535,19.8,16.7,70.1,74,69.5,51,30.4,37.9,36.75902062,31.2,23.9,0,1.180338926,1.180338926,11861
45,1109,6.1,5.6,9.2,17312,25551,29181,23.11123903,16.8,16.2,10.35981227,14.6,13.5,66.4,67.2,59.8,59,30,35.5,20.59164733,18.5,20.5,1.486235433,2.128018916,0.641783483,29605
46,1111,7.8,3,10.5,19440,28675,34593,15.4964539,12.2,13.9,13.4624198,16,23.5,79,79.2,74.2,50.3,32,36.3,14.59905247,12.6,14.7,1.206434316,1.429848079,0.223413762,22380
47,1113,8.2,3.5,11.6,20995,27492,32481,23.9714196,18.9,21.3,10.86945449,13.5,13.7,65,62.5,60,57,33,35.3,16.82388711,16.8,19.3,0.984805853,1.02500201,0.040196157,49756
48,1115,5.6,2.4,7.2,24106,37285,48837,11.33106286,10,11.2,13.32548327,11.6,11,83.1,83.7,80.7,61,34.6,36.4,12.09368346,9.6,8.3,0.988539125,0.911309505,-0.077229619,64742
49,1117,3.3,2.1,5.5,36852,55440,68380,10.30719919,8.1,9.4,8.20387235,7.9,8.5,75.6,81,79.8,78.2,23,22.3,7.116683432,4.6,5.4,1.444592548,2.22620784,0.781615292,143293
50,1121,9.3,4.3,11.5,21378,31628,36948,18.57885615,15.2,17.5,11.42962392,11,14,75.2,76.3,72.6,60.7,34.4,37.1,16.29807222,13.9,15.3,1.406854994,1.543805481,0.136950486,80321
51,1123,6.5,3.4,9.5,22020,30745,36904,18.61353712,14.3,15.9,15.08780037,18.8,23.2,75.1,76.3,72.6,57.8,32.9,34.1,13.05608408,13.5,13.4,1.639541893,1.880650995,0.241109102,41475
52,1125,4.6,3.7,6.4,23056,34436,42311,19.25846607,14,14.9,5.764385427,9.7,10.3,61.5,63.5,60,69.6,28.4,31.3,13.4876445,11.3,11.3,1.855951478,2.13495072,0.278999242,164875
53,1127,9.5,3.4,11.6,20464,29076,37191,13.93979728,11.9,13.3,10.10658881,12.5,13.8,79.3,80,75.8,56,34.7,35.7,14.21911422,13.2,14.7,2.036400662,2.064684004,0.028283343,70713
54,1129,10.8,4.2,10.3,20082,30815,36431,15.941073,12.5,13.3,13.82641509,17.5,19.6,87.2,88.1,84.6,58.2,43.6,45.5,21.40672783,14.8,16.8,0.44206222,0,-0.44206222,18097
55,1131,12.5,6.4,21.7,12437,16646,23491,31.40772271,26.5,27.3,13.75268607,22.8,20.6,77.1,83.3,79.9,51.1,30.3,35.7,39.33678126,36.1,32.7,0,0.986118486,0.986118486,13183
56,1133,12,3.6,7.7,17936,28435,33685,10.69153776,9.1,10.9,16.67641896,19.2,24.5,79.9,80.1,76.9,48.8,34.3,33.5,15.71232249,12.9,15.4,0,0,0,24843
57,4001,13.6,10.1,15.6,14100,23344,30184,25.11141847,21.4,21.2,40.21548015,36.8,30,73.2,74.3,75.2,54.7,24.9,31.6,41.53846154,33.5,26.9,0.475346787,0.547369028,0.07202224,69423
58,4003,6.7,3.4,7.7,22425,32105,44876,13.88976627,11.1,11.5,14.1458323,14.1,13.8,63.6,67.3,68.2,75.7,24.6,25.1,15.77801959,13.5,11.8,1.214385801,1.638996221,0.42461042,117755
59,4005,7.8,4.8,7,26112,38256,49510,16.27830033,12.2,12.7,30.28382346,24.3,26.2,60.5,61.4,60.9,79,21.6,23.5,16.8683207,13.1,11.6,2.252407153,2.64786795,0.395460798,116320
60,4007,7.6,4.8,6.9,20964,30917,37580,12.09389504,10.8,11.1,32.76425243,28.6,32.7,77.4,78.7,76.2,68.1,28.7,33,13.46735456,12.6,11.6,2.006428363,2.181747346,0.175318983,51335
61,4011,6.8,3.8,11.7,27491,39384,48696,10.71090047,9,9.6,21.58012284,16.7,27.1,49.7,50.6,50,74.2,35.1,34.6,10.77705828,8,9.4,0.702000702,0.702000702,0,8547
62,4012,7,3.5,7.1,16555,25839,32147,13.36308742,8.2,9.4,47.47593793,44.7,42.7,72.5,78,76.9,63,33.9,34.1,23.55081882,13.6,14.3,1.014455998,0.913010398,-0.1014456,19715
63,4013,4.5,3,7.1,30797,45358,55054,15.0145008,10.7,12.4,15.17592205,9.4,13.9,63.3,67.5,64.5,81.5,23.1,23.8,8.772691347,8,10,1.919828758,2.532429254,0.612600496,3072149
64,4015,5,3.7,10.8,24002,31521,39785,10.3902439,9.3,10.4,27.58844595,21.5,25.6,72.1,73.6,69.9,72.8,34.9,34.6,8.682556799,9.8,11.6,1.657722277,2.335001806,0.677279529,155032
65,4017,11.2,6.2,12.4,19452,28569,39774,18.88455103,16.3,17.1,43.05694562,36.6,37.4,74.5,75.4,71.9,64.6,27.7,30,30.34886288,23.4,19.1,1.231148046,1.569713758,0.338565713,97470
66,4019,4.7,3.2,8,25401,36758,45521,16.76175545,11.8,12.8,12.2113163,9.4,11.9,60.9,64.3,64.1,80.5,23.3,23.6,12.00581106,10.5,11.2,1.954379636,2.349048173,0.394668538,843746
67,4021,6.5,3.9,7.7,21301,35856,51310,14.9931178,11.5,11.7,25.74907077,24.4,21.1,72,77.4,76.1,65.5,30.4,29.1,18.69318182,12.1,10.1,0.801215176,1.090542879,0.289327703,179727
68,4023,14,4,11.7,22066,29710,36519,18.32167832,15.4,17.1,8.20218864,9.4,14.3,66,68,67.6,57.2,22.8,31.1,22.04660035,21.4,20.6,0.88585498,1.120346005,0.234491024,38381
69,4025,4.7,2.7,7.1,22060,34901,43290,9.99488262,8.1,9,18.29577593,14.1,17.7,72.1,73.4,70.8,78.9,28.2,27,9.799217073,7.9,8.8,2.525116854,3.390700645,0.865583791,167517
70,5001,4.7,3.8,7.4,19516,30316,37230,16.82366551,13.9,15.3,12.38642298,12.6,15.2,67,67.9,65.3,61.1,39.8,37.8,15.70181113,14.1,13.1,2.072389031,1.975998843,-0.096390187,20749
71,5003,6,3.8,10.2,20609,31758,34934,15.54936189,13,14.9,9.470468432,11.6,13.5,77,76,72.6,62.8,43.2,45,17.39958956,13.9,14.3,1.610971126,1.610971126,0,24209
72,5005,6.1,2,7.9,18826,29106,35606,8.269463493,7.7,8.6,13.26773426,14.3,17,80.5,79.7,76.4,67.9,37.5,37.5,12.23981675,7.9,10.6,2.7874746,3.464804877,0.677330277,38386
73,5007,3.7,2.1,5.3,26021,40281,50434,8.979619987,8.2,9.9,9.383746743,9.4,11.8,73.1,72.2,68.2,74.8,32.8,31.1,6.781230706,7.3,8.8,1.551438666,2.007744156,0.45630549,153406
74,5009,5.7,3,6.9,20656,29988,36977,10.66167592,8.8,9.6,10.08885299,10.2,10.1,76.1,73.3,73,67.6,35,40.8,10.74181118,10.7,10.4,2.386002121,2.916224814,0.530222694,33948
75,5015,6.1,3.4,7.8,20623,27924,34235,11.64459161,8.6,9.6,13.61556064,13.9,16,75.6,73,71.3,68.4,34,36.6,12.05893052,11,13.4,2.011278937,1.892968411,-0.118310526,25357
76,5017,10.6,5.2,15.4,12680,22024,21676,30.50290624,22,21.1,10.24067194,12.9,15.5,69.2,69.8,64.5,51.2,35.3,40.6,32.34848485,23.1,27.5,2.1250974,0,-2.1250974,14117
77,5019,7.5,2.8,9.2,18068,28845,31968,16.10664719,12.2,13.7,10.21914386,12.3,15.4,68.8,65.7,64.2,64.9,32.4,36.8,18.34551613,13.5,14.1,1.698802344,1.82621252,0.127410176,23546
78,5021,7.1,3.2,11.8,16219,25345,29066,10.72291396,8.6,10.3,10.26070318,12.7,14.8,74,74.9,72.5,47.9,37.8,41.8,16.10279164,13.4,13.2,0,1.078993696,1.078993696,17609
79,5023,7.1,2.5,7.3,19438,31531,35753,8.87672142,7.9,8.6,26.62469913,25.8,30,81.3,80.4,76.9,61,36.4,35.5,14.04878049,9,12.5,0,1.74665225,1.74665225,24046
80,5027,7.5,4.4,11.5,18470,27640,35148,19.34072345,15.1,16.3,9.840972872,13.7,15.8,71.9,71.4,66.7,64.3,35.8,37.5,19.11658219,15.8,17.3,1.48420107,1.718548608,0.234347537,25603
81,5029,6.3,3.8,6.5,20538,31209,32700,14.55767077,11.5,11.8,10.36334124,11.8,12.9,76.4,78.1,74.8,64.5,41.4,44,12.57249766,12.2,10.2,1.67191188,1.475216365,-0.196695515,20336
82,5031,5.9,3.8,8.1,22150,32425,39233,14.56269534,11.4,13.9,7.557853274,8.1,8,65.4,63.9,60.7,67.5,32.8,35,13.1027637,11.6,15.4,2.860690461,3.274577592,0.413887131,82148
83,5033,8.4,3.8,5.7,21574,32871,40197,12.38757155,10.9,11.8,8.736760218,7.6,10.2,76.4,75.9,73.6,63.8,36,34.8,13.14959994,10.9,14.1,0.882678836,1.126824046,0.24414521,53247
84,5035,7.6,4.2,12.6,20948,30109,33716,24.68232576,21.3,23.6,9.298013245,9.9,11.5,61,60.3,57.8,57.6,33.1,33.8,21.34704059,21,23.1,1.41548382,1.73003578,0.31455196,50866
85,5039,8.5,4,10.1,17651,26608,29602,15.89176829,13.8,15.7,11.08915782,20,23.8,77.9,73.8,69.2,59.2,41.1,46,17.22960152,13.3,15.1,1.411509229,1.628664495,0.217155266,9210
86,5045,7.4,4.6,7,23663,38204,45287,12.56667513,10.2,11.6,8.855836218,7.7,8.6,70.5,68.6,64.2,72.4,31.3,32,9.785659607,7.9,10.1,1.732276141,2.499593089,0.767316948,86014
87,5047,8.3,3.5,7.5,18408,30848,32064,10.51269991,8.8,10.8,10.43673732,10.3,12.3,79,78.1,76.8,60.1,35.4,42.5,16.42757982,10.6,13.6,1.12542907,1.519329244,0.393900174,17771
88,5049,6.4,3.1,9.8,14950,25529,30598,9.274594237,7.8,9.3,17.13163877,19.5,23.3,81.7,81.1,80.3,54.9,39,42.5,22.10072896,12.7,12.9,0,1.546126095,1.546126095,11642
89,5051,6.7,2.7,8,20260,31724,36844,13.69837414,10.1,11.9,18.77996102,15.9,18.9,70.8,71.1,69.4,70.2,32.8,32.1,13.11939813,10.5,13.3,2.622973157,2.906844711,0.283871554,88068
90,5055,7,3.4,7.8,19940,30828,38209,11.20034265,9.7,12.4,6.741828087,8.7,8.2,73,71.3,68.3,58.5,40.6,43.9,13.63350126,9.9,12.3,1.794755029,1.901904583,0.107149554,37331
91,5057,8.9,4,7.5,16986,28622,35708,18.33027829,15.3,16.9,15.25283798,11.9,15.2,73.6,69.3,67,62,38.3,37.9,18.40460526,16,18.9,1.780641879,0,-1.780641879,23587
92,5059,9,3,10.7,19355,31543,37150,13.29229963,10.6,12.3,11.10036913,10.3,11.6,77.7,77.9,76.1,64.5,39.7,38.8,15.72302486,10.3,8.2,1.054261523,1.087207195,0.032945673,30353
93,5061,8.1,3,6.6,21277,28699,34554,15.35580524,12.7,15,11.16071429,13.1,14,73.6,72.2,70.2,61.8,37.9,43.2,13.70116156,11.9,15.6,2.027972028,2.237762238,0.20979021,14300
94,5063,7.4,3.6,6.9,20208,31920,34625,10.90132614,9.2,10.8,7.72706029,9.3,11.1,75.3,74.4,71.4,63.1,39.7,38.7,13.20102576,9.9,14.2,2.482984255,2.658253732,0.175269477,34233
95,5069,9.1,4.7,14.2,21322,31327,35998,21.87329328,18.8,21.5,9.936657561,11,12.5,67.1,66.2,63.8,65.9,34.8,37.8,19.27029107,16,17,2.373098555,2.586677425,0.21357887,84278
96,5071,8.4,4.6,7.7,18225,27910,30592,11.82419292,9.5,11.3,11.58567134,12,13.3,75.2,73.1,71.3,63.3,36.7,40.5,15.58339859,12.9,13.8,1.229094421,1.668056714,0.438962293,22781
97,5075,10.9,3,9.1,15337,27139,30288,12.65119968,9.6,11,10.85543422,12.1,13.3,75.1,71.1,69.3,53.3,36.7,42.3,20.63178677,13.9,20.2,1.237763025,1.631596714,0.39383369,17774
98,5079,7.9,3,11.6,18457,29607,35737,18.65357644,14.8,15.3,11.61816065,13.9,13.4,75.5,76.1,74.9,58.5,37.8,44.6,19.64779006,15.5,18.3,0.828043058,0.75903947,-0.069003588,14492
99,5081,4.6,3.9,9.1,21791,29417,33416,15.01654365,12.3,14.3,16.54513045,15.1,16.2,76.6,76.5,73.9,64.6,38.2,39.7,16.17908929,11.9,11.7,0,0,0,13628
100,5083,6.4,3,8.3,18992,28344,37551,11.49204128,10.1,11.5,10.66869657,12.6,13.9,78.2,77.1,75.2,58.1,38.4,42.1,15.9799169,11.4,9.4,1.067330784,1.378635595,0.311304812,22486
101,5085,6,2.5,7.5,23831,40314,50757,11.79510426,10.6,12.3,7.615430742,7.2,7.1,74.4,75.9,73.7,67.1,35.7,36,11.398823,8.1,9.7,0.965397138,1.438631029,0.473233891,52828
102,5089,7,2.5,7.1,17220,26737,34109,9.049286291,7.4,8.2,19.04218928,17.7,20.8,80.4,80.1,80,64.2,38.3,38.1,14.71527408,11.5,12.2,0,0,0,16140
103,5091,6.1,4,8,20232,30951,40307,20.15151515,16,17,11.74251793,11.8,10.7,68.3,68,63.5,63.9,35.8,41.4,18.70838881,15.4,14.1,1.01377247,1.335212521,0.321440051,40443
104,5093,9.6,5.1,12,18522,27479,33407,20.26675342,17.4,19.6,8.150413818,13.3,13.3,54.4,58.9,57.8,60,32.1,37.7,20.77191621,19,21.6,1.55832163,1.616037246,0.057715616,51979
105,5099,10.5,3.7,10.8,18919,26962,38375,16.9442433,14,16,11.40657803,18.1,19,76.3,74.8,72,60.6,39.2,37.9,15.93366979,18.3,17.6,0,0,0,9955
106,5103,13.9,4.8,12.8,21056,29341,31259,18.05391345,15.6,18,11.29960618,13.7,16.1,73.2,71.4,68,64.8,34.9,40.8,15.03480278,16.1,16.3,1.563042723,1.667245571,0.104202848,28790
107,5107,11.2,6,16.6,13071,22231,27361,30.92783505,25.1,25.8,8.211645935,10.6,16.1,53.7,56.2,55.2,51.5,26.5,28.8,34.7703085,28.7,26,2.07978824,2.07978824,0,26445
108,5111,9.9,3.6,11.9,16858,26558,32267,15.10475651,13.2,15.1,8.791743745,9.3,10.7,65.2,66.8,65,48.9,39.5,43.8,20.79646018,17.6,20.1,1.327399079,0,-1.327399079,25614
109,5115,6.5,3.6,6.6,22326,32069,39841,11.52905922,10.2,11.5,8.69234943,9.4,8.6,70.8,71.2,68.5,66.5,33.5,35.2,12.48417722,11.6,14.1,2.037856395,2.129651729,0.091795333,54469
110,5117,6.6,2.5,5.9,17044,29990,35346,12.03976436,11.1,11,15.64516129,18.7,18.2,73.2,73.1,74.1,56.3,38.8,49.7,19.2026335,12.2,10.4,0,0,0,9539
111,5119,5.5,3.5,7.3,26883,38120,45121,19.78676533,15.1,16.6,9.455714078,8.2,9.6,60.3,60.9,59.7,79,27.1,27.8,10.47129884,10.4,12.3,2.951802896,3.231214417,0.279411521,361474
112,5123,11.9,6,14.2,15029,26146,27019,25.7981948,20.8,23.4,9.125752875,10.7,11.8,61.1,63.2,58.4,55.1,32.8,37.2,30.80374819,23.1,24.2,1.295645948,1.432029732,0.136383784,29329
113,5125,5.7,2.5,5.7,28262,42569,51502,10.11460698,9.7,10.8,6.361271441,6.1,7.5,80.6,80.7,77.8,72.9,37.7,35.7,6.891180578,5,7.2,1.22113278,1.40071113,0.17957835,83529
114,5127,7,2.3,9,16470,26412,36417,10.59405941,8.5,10,11.77257525,12.2,15.9,78,74.3,74.1,53.8,37.2,43.3,18.43924926,15.3,19.8,0.818479447,1.18224809,0.363768643,10996
115,5131,7.3,3,6.1,24037,33889,39482,13.98740591,11.3,13,9.910364274,8.1,9.2,65.2,63.5,61.9,71.7,31.2,32.1,9.965041266,10.4,14.1,2.737440363,3.571707902,0.834267539,115071
116,5139,7,3.9,8.7,21041,29809,36464,18.04067691,15.2,15.9,12.11777471,13,13.7,73.8,72.9,71.4,65.9,35.5,36.6,17.65611766,14.7,16.9,2.388831664,2.301168117,-0.087663547,45629
117,5143,3.8,5.4,6.3,23124,34691,42303,11.67439842,9.4,10.6,8.399332615,6.5,13,61.6,59.5,56,73.2,30.5,28.7,9.822162322,9.4,12.1,2.092381828,2.586944806,0.494562978,157715
118,5145,9.9,7.1,6.8,19722,32203,39178,11.09937273,9.5,11.2,8.472619817,8.9,9.7,73.3,72.9,68.4,62.6,35.7,38.2,14.70434328,10.4,11.7,1.652646468,2.382193107,0.729546639,67165
119,5147,10.7,4.5,9.2,14024,22099,27186,22.7535673,16.7,15.7,12.92875989,13.6,19.5,63.2,65.4,63.6,48.7,36.7,44.9,28.33798326,21.7,19.5,0,0,0,8741
120,6001,4,3.6,8.5,37544,55946,69384,20.09965487,13,12.9,4.878111678,3.1,6.4,53.3,54.7,53.4,81.4,19,20.3,8.11926076,7.7,7.9,2.00035879,2.246940414,0.246581624,1443741
121,6003,9.6,5.6,13.9,24929,41875,63478,17.29323308,11,8,65.88324488,68.1,71.8,57.3,68.3,71.8,87.6,26,26.4,16.72727273,12,4.6,0,0,0,1208
122,6005,5.2,2.1,11.4,30265,42280,54758,8.251984902,8.7,8.6,17.91790229,15.1,19.2,74.6,75.5,74.7,82.5,30.2,30.5,6.269191402,6.1,4.5,1.994301994,2.193732194,0.199430199,35100
123,6007,8.4,5.3,11.5,22776,31924,43170,15.14146341,11.2,11.6,5.846416606,7,8.6,60.9,60.7,58.2,77.6,24.3,23.7,12.22598048,12.2,11.4,2.436371333,2.73168907,0.295317737,203171
124,6009,6.8,4.2,7.6,27645,41022,54971,9.526338148,8.6,8.6,33.95812666,28.2,32.4,76.1,78.7,76.9,81.6,28.6,30.2,7.483210745,8.7,5.6,1.479508803,1.676776643,0.19726784,40554
125,6013,4,3.1,8.2,45087,63675,78385,15.28575258,11.5,12.4,5.023246987,2.9,6.2,67.6,69.3,67.1,86.5,19.8,19.7,5.469146672,5.4,6.5,2.02462859,2.23014789,0.2055193,948816
126,6015,12,4.9,10.1,22917,29642,36118,15.0052283,13.6,13.3,12.14387856,12.1,11.4,65.4,63.8,61.7,70.9,27.5,31.8,12.69157913,16.4,16.9,1.708655978,1.963136656,0.254480678,27507
